#{"t_start": 1626354427.3604953, "env_id": null}
r,l,t
7620.594493,1198,24263.287362
9780.547554,1198,24337.370265
8440.341589,1198,24410.248284
655.642624,226,24424.214105
7778.805009,1198,24497.035275
2912.997309,471,24526.278752
1483.129844,474,24554.348061
9214.648667,1198,24628.852256
7283.113689,1198,24702.173848
8888.127677,1198,24775.334647
7439.884705,1198,24848.691016
3838.995693,647,24887.321019
9924.938141,1198,24960.783874
-377.405846,408,24985.465825
8782.865622,1198,25058.348232
9136.057387,1198,25132.717037
7748.576051,1198,25205.811476
7258.95004,1198,25279.222107
8130.878101,1198,25352.888909
584.61024,351,25374.768098
9482.379783,1198,25448.018622
8102.906035,1198,25520.468572
9126.646138,1198,25594.769146
7329.216547,1198,25667.057962
7157.486826,1137,25736.017393
9035.011239,1198,25808.927709
3622.339286,576,25843.310279
495.429626,207,25855.920846
2720.757681,714,25901.498393
7015.560179,1013,25963.597066
9190.829949,1198,26036.832864
8067.944892,1198,26110.11028
5069.544927,794,26158.796039
8628.985009,1198,26232.01361
8539.653387,1198,26304.188918
